ticker,n_trades,matrix_sharpe,matrix_total_pnl,matrix_max_dd,matrix_avg_abs_nd,matrix_pct_flat,matrix_premium_sharpe,matrix_premium_total_pnl,variant_sharpe,variant_total_pnl,variant_max_dd,variant_avg_abs_nd,variant_pct_flat,variant2_sharpe,variant2_total_pnl,variant2_avg_abs_nd,baseline_sharpe,buyhold_sharpe_overlapping,buyhold_sharpe_true_daily,variant_vs_matrix,variant_vs_buyhold,variant2_vs_variant,variant2_vs_buyhold,matrix_premium_vs_matrix,matrix_premium_vs_buyhold,matrix_vs_buyhold
LIN,729,-0.10685388923558858,-0.07053701009677019,-0.34799115055529256,0.06385459533607682,66.80384087791495,-0.05767544068366111,-0.04003701009677024,0.7166092574005114,2.1947257896194174,-0.8025327681672961,0.5727499774685337,0.0,0.7166092574005114,2.1947257896194174,0.5727499774685337,1.3362254227657562,1.3362254227657564,0.6611095518327413,0.8234631466361,-0.619616165365245,0.0,-0.619616165365245,0.049178448551927476,-1.3939008634494174,-1.443079312001345
AMZN,729,0.8578893744166003,0.8761099298571936,-0.2021218063380581,0.06234567901234568,67.07818930041152,0.8755056669993667,0.9106099298571934,1.6223899445816012,9.306778147544255,-1.0918376911769858,0.5708295385110578,0.0,1.5567006055765569,7.753742107511693,0.5120196851587455,1.9001089604276709,1.9001089604276709,0.7676771304796551,0.764500570165001,-0.2777190158460696,-0.06568933900504437,-0.343408354851114,0.017616292582766424,-1.0246032934283043,-1.0422195860110706
HD,729,0.20916502057700354,0.16578767616442847,-0.22911884171245678,0.06310013717421124,67.76406035665295,0.19826354150911116,0.1607876761644285,0.9639416620647886,3.8807886206080027,-1.103538631732227,0.5696635577154473,0.0,0.9639416620647886,3.8807886206080027,0.5696635577154473,1.641808632856447,1.641808632856447,0.5891972983688378,0.754776641487785,-0.6778669707916584,0.0,-0.6778669707916584,-0.010901479067892378,-1.4435450913473358,-1.4326436122794435
NFLX,729,1.0640381343140348,2.5921243110232464,-0.5430309158512027,0.06858710562414268,66.11796982167353,1.085315053302378,2.6471243110232465,1.8145471756376736,18.358697258658637,-2.372062570391888,0.5739845453697683,0.0,1.8145471756376736,18.358697258658637,0.5739845453697683,1.5751106259770609,1.5751106259770609,0.8120058676971588,0.7505090413236388,0.23943654966061279,0.0,0.23943654966061279,0.021276918988343274,-0.48979557267468277,-0.511072491663026
CRM,729,0.27489735459316517,0.2821880374190453,-0.3033170885179517,0.06021947873799727,69.27297668038409,0.2583862934509001,0.2661880374190452,0.9950668221442291,5.316518644267845,-2.15525021366411,0.5739845453697683,0.0,0.781614592147585,3.8487794631746137,0.513180294330589,1.3311793326307242,1.331179332630724,0.6229878450181805,0.7201694675510639,-0.3361125104864948,-0.21345222999664415,-0.549564740483139,-0.016511061142265082,-1.072793039179824,-1.0562819780375587
GOOGL,729,0.6857144166708782,0.7093387746955626,-0.263440706687991,0.06412894375857339,66.94101508916323,0.7637339595032203,0.7768387746955627,1.3427650994777345,6.122858287703908,-0.9394543020494996,0.5702808416660645,0.0,1.2730885213935665,5.262241547193589,0.5090839686958636,1.734603268924205,1.734603268924205,0.800857564991786,0.6570506828068563,-0.39183816944647054,-0.06967657808416794,-0.4615147475306385,0.07801954283234214,-0.9708693094209847,-1.0488888522533268
PFE,729,0.3595727351063084,0.22316534127867013,-0.22098063034357612,0.06941015089163237,64.88340192043896,0.30503187688942407,0.1941653412786701,0.998146117723236,3.2862316901245237,-0.8076568019816079,0.577276726439727,0.0,0.998146117723236,3.2862316901245237,0.577276726439727,0.9873890489139331,0.9873890489139331,0.296463599906284,0.6385733826169276,0.010757068809302939,0.0,0.010757068809302939,-0.054540858216884314,-0.682357172024509,-0.6278163138076247
NVDA,729,1.0064619377916948,1.8697925509885105,-0.3628277351331515,0.0724965706447188,64.33470507544583,0.9657933007202312,1.7782925509885101,1.5991199461663785,12.829320572164043,-2.3973058441668016,0.5725442161516613,0.0,1.4556176017464284,10.240044328081138,0.5158558202075856,1.8391808353430394,1.8391808353430397,0.9212911017118607,0.5926580083746837,-0.24006088917666113,-0.14350234441995013,-0.38356323359661126,-0.04066863707146362,-0.8733875346228085,-0.8327188975513449
AAPL,729,0.9679712262783022,1.0188877514167516,-0.1718320320578849,0.0711934156378601,63.5116598079561,0.9378482459216999,0.9878877514167516,1.5274904254199813,7.40956273287877,-1.1502148429809231,0.5752877003766269,0.0,1.6179713939069806,7.209244271191491,0.51836757186962,2.1839211461961074,2.1839211461961074,1.0086071944782622,0.559519199141679,-0.6564307207761262,0.09048096848699938,-0.5659497522891268,-0.030122980356602325,-1.2460729002744075,-1.2159499199178052
MA,727,1.227080527292785,0.9474386905397325,-0.08301342111304155,0.06045392022008254,69.18844566712518,1.2068328050447525,0.9369386905397326,1.7833927415516124,6.624696499821269,-0.8331643767281163,0.5655431506093781,0.0,1.7833927415516124,6.624696499821269,0.5655431506093781,2.1179966502159373,2.117996650215937,0.9074374266747496,0.5563122142588275,-0.33460390866432443,0.0,-0.33460390866432443,-0.020247722248032396,-0.9111638451711843,-0.8909161229231519
